level_0,index,Place_name,Latitude,Longitude,Category,Region,haversine_distance_from_centroid,haversine_distance_from_voosh_kitchen,09_30_voosh,19_00_voosh,distance_in_meters_from_voosh
953,1160,OfficeBing,12.9241396,77.6402642,Office,"HSR Layout, Bengaluru",9.120096692695274,1.4174042787271428,9,9,564
954,1161,CultFit Healthcare Pvt. Ltd.,12.914232,77.6394549,Office,"HSR Layout, Bengaluru",8.093920987132826,1.3350453742567925,5,6,371
955,1162,Invento Robotics,12.9131693,77.63247,Office,"HSR Layout, Bengaluru",8.25865540022621,2.0983347263867342,8,9,551
956,1163,Ubona,12.9123126,77.6428681,Office,"HSR Layout, Bengaluru",7.778523989925692,1.0771324038953562,4,5,328
957,1164,Mistay,12.9128754,77.6460319,Office,"HSR Layout, Bengaluru",7.748468196168876,0.7624065015701068,4,5,288
958,1165,CE%2BT Power Bangalore,12.9104452,77.6441873,Office,"HSR Layout, Bengaluru",7.5391273282797755,1.0929565349305699,5,6,356
959,1166,Moback Technologies India Private Ltd.,12.9125646,77.6444813,Office,"HSR Layout, Bengaluru",7.757505925772966,0.9158537940878138,4,5,303
960,1167,S.S.R Weighing Solutions PVT LTD,12.9091232,77.6412952,Office,"HSR Layout, Bengaluru",7.491896795316106,1.423764767976633,6,8,455
961,1168,Onn Bikes Rental,12.910104,77.6352246,Office,"HSR Layout, Bengaluru",7.827247381843118,1.9248907260675012,8,10,574
962,1169,PDS MULTINATIONAL FASHIONS LTD,12.909871,77.6447197,Office,"HSR Layout, Bengaluru",7.461957812769293,1.1003388179401248,5,6,337
963,1170,ChalkStreet,12.9088897,77.64864,Office,"HSR Layout, Bengaluru",7.251963126826553,0.9873856300334924,4,5,312
964,1171,Bright Money,12.9102974,77.6447461,Office,"HSR Layout, Bengaluru",7.506847844806881,1.0629347982495865,4,5,329
965,1172,Trexedia Travel Technologies India Pvt Ltd,12.9100186,77.6447065,Office,"HSR Layout, Bengaluru",7.47814634203092,1.0889003039184948,5,6,334
966,1173,Y-Not Design %26 Manufacturing Inc.,12.9118159,77.6422559,Office,"HSR Layout, Bengaluru",7.744916425350165,1.1626246013890877,5,6,359
967,1174,UTF Technologies India Pvt Ltd,12.9084342,77.6446521,Office,"HSR Layout, Bengaluru",7.310297376676437,1.230144108705924,5,6,364
968,1175,HungerBox,12.9120606,77.6469902,Office,"HSR Layout, Bengaluru",7.6358294978948855,0.755767375192288,3,4,247
969,1176,Brigosha Technologies,12.9127936,77.644832,Office,"HSR Layout, Bengaluru",7.7721789491894295,0.8701282849559219,4,5,301
970,1177,HNS Gold Company- Gold %26 Silver Buyer in HSR Layout,12.9077136,77.6490153,Office,"HSR Layout, Bengaluru",7.115454563378993,1.10292529573933,4,5,326
971,1178,Hsr,12.9095569,77.6496725,Office,"HSR Layout, Bengaluru",7.300844099689597,0.8873789563113708,4,5,293
972,1179,VRR Royal Commercial Complex,12.9121667,77.6463226,Office,"HSR Layout, Bengaluru",7.664390204728128,0.7943127077162323,3,4,259
973,1180,Goodwill Fabrics Private Limited,12.9065602,77.6440783,Office,"HSR Layout, Bengaluru",7.128266613828777,1.4369504703679419,6,7,423
974,1181,Sterne India Private Limited,12.9132967,77.6444471,Office,"HSR Layout, Bengaluru",7.8370335641514295,0.8740501944770752,4,5,284
975,1182,Bewakoof brands Bangalore,12.91179,77.6431137,Office,"HSR Layout, Bengaluru",7.715240461318046,1.0866161492205195,5,6,361
976,1183,Hiver,12.9187889,77.6450945,Office,"HSR Layout, Bengaluru",8.411278158702642,0.6955897709464746,4,4,241
977,1184,CraftLogic Labs,12.9098109,77.6447988,Office,"HSR Layout, Bengaluru",7.453208633785695,1.0998614336519295,5,6,338
978,1185,Miniklub HSR,12.916825,77.651886,Office,"HSR Layout, Bengaluru",8.053454895627311,0.08424387353870867,1,1,31
979,1186,"Pazcare, 365sharedspace HSR Layout Sector 6",12.913936,77.632536,Office,"HSR Layout, Bengaluru",8.333803359862332,2.0739875084010646,8,9,535
980,1187,Nurturehood Hospital,12.9098781,77.6447978,Office,"HSR Layout, Bengaluru",7.46043382250393,1.0942325482863373,5,6,337
981,1188,Notion architecture,12.9118071,77.6422927,Office,"HSR Layout, Bengaluru",7.742805666529062,1.1597686071367863,5,6,358
982,1189,Whatfix HQ,12.9122789,77.6427915,Office,"HSR Layout, Bengaluru",7.777305242551969,1.0861703696927503,4,6,330
983,1190,UrbanVault HSR Layout 762,12.9103599,77.6447568,Office,"HSR Layout, Bengaluru",7.513231903349719,1.0570201492809037,4,5,327
984,1191,HSR Layout Police Station,12.9201865,77.65126,Office,"HSR Layout, Bengaluru",8.433232424402528,0.3134275535884014,2,2,137
985,1192,Takasago Engineering India Pvt. Ltd.,12.9124307,77.6428959,Office,"HSR Layout, Bengaluru",7.790254314694466,1.067750878557745,4,5,328
986,1193,The Bridge - Indian Sports Home,12.9090689,77.6429493,Office,"HSR Layout, Bengaluru",7.430909126211076,1.2960749103709335,6,7,403
987,1194,AAHAA Facility Management %26 Security Services,12.9083278,77.6451925,Office,"HSR Layout, Bengaluru",7.282898043582304,1.206383236179306,6,7,403
988,1195,Sunlux Technovations Pvt Ltd,12.9157916,77.6445839,Office,"HSR Layout, Bengaluru",8.101414128057122,0.7534774685882566,3,4,233
989,1196,UrbanVault HSR Layout 1781,12.9150438,77.6448781,Office,"HSR Layout, Bengaluru",8.01292869469068,0.7470606940080711,3,4,244
990,1197,Forematic Techneow Solution Pvt Ltd,12.9090896,77.6429503,Office,"HSR Layout, Bengaluru",7.4330745723585565,1.2943606454873995,6,7,403
991,1198,Aster Global Delivery Center,12.9143613,77.644868,Office,"HSR Layout, Bengaluru",7.939739528393406,0.7775855313469338,4,4,260
992,1199,Rashtriya Swayamsevak Sangh (RSS)-IT Milan HSR Layout,12.9114341,77.6459645,Office,"HSR Layout, Bengaluru",7.594874090945568,0.880667665976592,4,4,264
993,1200,Eatgood Technologies Private Limited,12.9124021,77.6423174,Office,"HSR Layout, Bengaluru",7.805273964440747,1.1235466338564988,4,6,339
994,1201,Bonito Designs - Home Interior Designers in Bangalore (HSR Layout),12.9107044,77.6322307,Office,"HSR Layout, Bengaluru",8.01970680177945,2.200215426385296,9,10,606
995,1202,Miniklub Retail Private Limited,12.9117985,77.6431055,Office,"HSR Layout, Bengaluru",7.716399173443158,1.086806960831604,5,6,361
996,1203,UrbanVault HSR Layout 97,12.912453,77.6396191,Office,"HSR Layout, Bengaluru",7.9009377383042425,1.38345307717588,7,8,494
997,1204,The Dental Office: Harlur Road,12.8984343,77.6573996,Office,"HSR Layout, Bengaluru",5.9472340282669744,2.2053429272790885,9,10,600
998,1205,HashedIn by Deloitte,12.901716,77.6510463,Office,"HSR Layout, Bengaluru",6.416969809514907,1.740837651683218,5,6,331
999,1206,Durgamba Bus Starting Point,12.9115543,77.6445304,Office,"HSR Layout, Bengaluru",7.647770421870042,0.9816067656806632,4,5,311
1000,1207,JK Tech Bangalore,12.9158601,77.6462297,Office,"HSR Layout, Bengaluru",8.065930456360396,0.5792359189912695,3,3,190
1001,1208,Metlinx Technologies,12.9119367,77.6442483,Office,"HSR Layout, Bengaluru",7.696923240524876,0.9779940447418443,4,6,334
1002,1209,Ratnadeep Supermarket,12.9118453,77.6421637,Office,"HSR Layout, Bengaluru",7.750992701255949,1.1693831819078204,5,6,362
1003,1210,Muthoot Finance Ltd,12.9175053,77.6515925,Office,"HSR Layout, Bengaluru",8.133122416395947,0.03080982158415715,1,1,22
1004,1211,Daikin Bangalore Office,12.9124106,77.6425282,Office,"HSR Layout, Bengaluru",7.799541216107988,1.1032350184976156,5,6,342
1005,1212,Water Supply (TANKER) in HSR LAYOUT,12.9121083,77.64197,Office,"HSR Layout, Bengaluru",7.785149667346054,1.1724371578545918,5,6,344
1006,1213,LVN Bharat Gas,12.9089491,77.6378539,Office,"HSR Layout, Bengaluru",7.600995169246188,1.7362634251184705,7,9,529
1007,1214,OBEYA - Vibes,12.9120403,77.6474039,Office,"HSR Layout, Bengaluru",7.623353549032389,0.730437758267948,3,4,238
1008,1215,Zolo PG,12.9093747,77.641258,Office,"HSR Layout, Bengaluru",7.519689953652062,1.4090435054376098,6,8,453
1009,1216,Wingreens Farms,12.9090179,77.643509,Office,"HSR Layout, Bengaluru",7.407670445345736,1.2584082982326028,5,6,389
1010,1217,Xoxoday,12.9116857,77.6433874,Office,"HSR Layout, Bengaluru",7.695734741642124,1.0692100998143543,5,6,356
1011,1218,Edmond Pharmaceuticals,12.9119579,77.6438085,Office,"HSR Layout, Bengaluru",7.712138288643855,1.0145088170730532,5,6,345
1012,1219,Crewkarma Networks Pvt LTD,12.9124004,77.6443502,Office,"HSR Layout, Bengaluru",7.7436575482120915,0.9380681828466927,6,7,425
1013,1220,Office Shoppie - office stationery supplies in Bangalore,12.9160614,77.6535088,Office,"HSR Layout, Bengaluru",7.944090434376202,0.2759318424509015,1,2,100
1014,1221,LMR ENTERPRISES,12.911922,77.649164,Office,"HSR Layout, Bengaluru",7.569543751458198,0.6501723880301713,3,3,195
1015,1222,MoveInSync Technology Solutions Private Limited,12.9123485,77.643397,Office,"HSR Layout, Bengaluru",7.76620461720672,1.0264969696577257,5,6,336
1016,1223,Intext Space Solutions,12.9125932,77.6448202,Office,"HSR Layout, Bengaluru",7.750983162328168,0.8843649454034188,4,5,305
1017,1226,Wooden Street - Furniture Store Bangalore,12.9038856,77.650316,Office,"HSR Layout, Bengaluru",6.669449648292229,1.5034300960173483,4,5,298
1018,1227,Intellicar Telematics Pvt Ltd (Corporate Office),12.916904,77.6490466,Office,"HSR Layout, Bengaluru",8.115192803612521,0.25441301508940517,2,2,102
1019,1228,My Pet's Choice Clinic,12.909126,77.6417016,Office,"HSR Layout, Bengaluru",7.478264066168391,1.3901515970040128,6,7,442
1020,1229,Kempegodwa Statue Circle,12.9120936,77.6445839,Office,"HSR Layout, Bengaluru",7.704054119195324,0.9386528765445469,4,5,293
1021,1230,Coffee Bean Inn,12.9149842,77.6455263,Office,"HSR Layout, Bengaluru",7.989248388668963,0.6841246090880153,3,4,231
1022,1231,UrbanVault HSR Layout 2908,12.9090991,77.646046,Office,"HSR Layout, Bengaluru",7.341359471540114,1.0841852661305902,5,6,360
1023,1232,Decorpot - Interior Designers in Bangalore,12.9117579,77.642156,Office,"HSR Layout, Bengaluru",7.741957856838599,1.17522411301038,6,7,411
1024,1233,HSR Layout Sector 7,12.9092123,77.6339326,Office,"HSR Layout, Bengaluru",7.792230479019131,2.0938406937812872,9,11,631
1025,1234,Zolo Enigma - PG,12.9155774,77.6461168,Office,"HSR Layout, Bengaluru",8.03817239413651,0.6006401320723318,3,3,194
1026,1235,"KLAY Preschool and DayCare - HSR Layout, Sector 2",12.9114253,77.6492569,Office,"HSR Layout, Bengaluru",7.513419120577017,0.6985842846740461,3,4,226
1027,1236,Posture Clinic - Physiotherapy in bangalore%2F HSR layout,12.9093873,77.6402163,Office,"HSR Layout, Bengaluru",7.557698068489446,1.4975060849250523,7,8,474
1028,1237,Hamlet Stays Spica PG in HSR Bangalore,12.9094423,77.6394597,Office,"HSR Layout, Bengaluru",7.591030913743124,1.5608479750346445,7,8,491
1029,1238,Grexter Vega,12.9079168,77.6374412,Office,"HSR Layout, Bengaluru",7.5107709489653995,1.8372650875916858,8,10,578
1030,1239,Godown%2FWarehouse,12.91122,77.6288189,Office,"HSR Layout, Bengaluru",8.233080782667269,2.53536943841856,10,11,665
1031,1240,Globalart HSR Layout,12.9083644,77.6446479,Office,"HSR Layout, Bengaluru",7.302966209343809,1.2366881422554106,5,6,365
1032,1241,Zelus Physiotherapy - Hsr Layout,12.9052816,77.644068,Office,"HSR Layout, Bengaluru",6.992780628473023,1.5583827402065706,7,8,465
1033,1243,Sadgamaya health care,12.9088971,77.6478844,Office,"HSR Layout, Bengaluru",7.271187914207524,1.0139550544078113,5,6,334
1034,1244,Propelld,12.9174798,77.6382168,Office,"HSR Layout, Bengaluru",8.479016244679814,1.4229020284880873,7,7,430
1035,1245,Great Learning Bangalore,12.9098369,77.6447801,Office,"HSR Layout, Bengaluru",7.456539111685537,1.0989650067871748,5,6,337
1036,1247,Zolo Elysium Co-Living %7C Redefining PG,12.9094848,77.6320401,Office,"HSR Layout, Bengaluru",7.905707826097353,2.2685627334416796,10,11,656
1037,1248,Vahmine Technologies Pvt. Ltd.,12.9121523,77.6462681,Office,"HSR Layout, Bengaluru",7.664259486942913,0.7995331710532665,3,4,260
1038,1249,NBR GOLDEN VALLEY,12.91174,77.643832,Office,"HSR Layout, Bengaluru",7.688141256069401,1.02704355901207,5,6,344
1039,1251,LoLi-Fe-TaTo Preschool %26 Daycare,12.9127195,77.6387031,Office,"HSR Layout, Bengaluru",7.9617051489587425,1.4644514609664048,6,7,446
1040,1252,Bla Bla PG (JACOB) Accommodation for Gents (Paying Guest in HSR),12.9002197,77.6487405,PG,"HSR Layout, Bengaluru",6.312247932781481,1.9276986654467314,6,7,415
1041,1253,The New Prime ladies pg,12.9107406,77.6362706,PG,"HSR Layout, Bengaluru",7.849427929106116,1.7923573934120787,8,10,591
1042,1254,MANASA GENTS PG HSR,12.916805,77.624697,PG,"HSR Layout, Bengaluru",8.990038648118874,2.888824128622172,9,11,662
1043,1255,CmLuxury Gents PG,12.9108795,77.6288418,PG,"HSR Layout, Bengaluru",8.19824003644058,2.543462643878235,10,11,671
1044,1256,PSR Luxury PG For Gents,12.9157949,77.6311463,PG,"HSR Layout, Bengaluru",8.583708452059396,2.196150703328797,9,12,690
1045,1257,Dream Home PG For Ladies (Top %26 Best Ladies PG In HSR Layout),12.9185613,77.6459022,PG,"HSR Layout, Bengaluru",8.366478600307024,0.6046101363472234,3,4,219
1046,1258,Sri Sai Balaji Pg for Gents,12.9134284,77.6257023,PG,"HSR Layout, Bengaluru",8.60741001654739,2.813536210982775,11,12,736
1047,1259,Hanuman PG for Gents,12.9233872,77.6496877,PG,"HSR Layout, Bengaluru",8.811991353912102,0.6928805792786462,3,4,231
1048,1260,Sri Sai PG for Gents,12.9154527,77.6409886,PG,"HSR Layout, Bengaluru",8.171841992346694,1.1424892297477511,5,5,329
1049,1261,Gowtham Ladies PG New,12.9048233,77.640054,PG,"HSR Layout, Bengaluru",7.087154265159604,1.8557139840493697,8,10,580
1050,1262,Balaji PG For Gents,12.9192979,77.6491899,PG,"HSR Layout, Bengaluru",8.37378854387735,0.3171103837474973,2,2,143
1051,1263,SRI SAI BALAJI LUXURY PG FOR LADIES,12.9154512,77.6342276,PG,"HSR Layout, Bengaluru",8.4180272129661,1.867426031887559,8,9,556
1052,1265,"(The Hope), Lakshmi Balaji Ladies PG%2FHostel",12.9133651,77.6262196,PG,"HSR Layout, Bengaluru",8.574764030506968,2.759295418207824,11,13,755
1053,1266,Ladies PG,12.9068442,77.629421,PG,"HSR Layout, Bengaluru",7.771710515129468,2.648760377753414,12,15,899
1054,1267,SLV Gents PG HSR Layout,12.9223883,77.6511109,PG,"HSR Layout, Bengaluru",8.677631813568228,0.5586978588737646,2,3,152
1055,1268,Crystal Rock PG,12.9157063,77.6320026,PG,"HSR Layout, Bengaluru",8.53736507230469,2.104494874869379,9,11,668
1056,1269,Sri Lakshmi Manikanta Gents PG,12.9224871,77.6498073,PG,"HSR Layout, Bengaluru",8.711149837165172,0.5930072463724713,3,3,199
1057,1270,SafeStay Mockingbird - Ladies PG in HSR Layout,12.9195013,77.6484667,PG,"HSR Layout, Bengaluru",8.410688567292492,0.39183043412263363,2,3,161
1058,1271,Sri Bhavani PG for GENTS,12.9126468,77.6441815,PG,"HSR Layout, Bengaluru",7.774936444196056,0.9372857778540014,5,6,330
1059,1272,Sri Lakshmi Luxury PG for Ladies,12.909318,77.6390881,PG,"HSR Layout, Bengaluru",7.591887074225811,1.6019322557518063,7,8,500
1060,1273,Hamlet Stays Spica PG in HSR Bangalore,12.9094423,77.6394597,PG,"HSR Layout, Bengaluru",7.591030913743124,1.5608479750346445,7,8,491
1061,1274,SSM Ladies PG,12.920796,77.6488587,PG,"HSR Layout, Bengaluru",8.544127366054639,0.46671505171159594,3,4,223
1062,1275,PSR PG,12.909336,77.6409136,PG,"HSR Layout, Bengaluru",7.527578439731676,1.440861673605374,6,8,460
1063,1276,Sri Sai Balaji Pg For Men,12.9071723,77.6301033,PG,"HSR Layout, Bengaluru",7.7693107814869995,2.5662992409377647,11,13,765
1064,1277,Sai Pawan PG,12.9171422,77.6374938,PG,"HSR Layout, Bengaluru",8.469065203129615,1.5014210485933634,7,9,533
1065,1278,SRI KRISHNA NEW PG FOR LADIES,12.9189153,77.6465195,PG,"HSR Layout, Bengaluru",8.390043013941254,0.5505304433680985,3,3,208
1066,1279,Sri balaji PG for Gents,12.9109016,77.6288859,PG,"HSR Layout, Bengaluru",8.198248873456409,2.5381822744321076,10,11,670
1067,1280,Isha PG for Girls,12.9143828,77.634028,PG,"HSR Layout, Bengaluru",8.31624513642125,1.905993848725989,8,10,620
1068,1281,Eddies Gents PG,12.921789,77.645456,PG,"HSR Layout, Bengaluru",8.727098200079949,0.8055549897514273,5,5,312
1069,1282,Vikranth PG For Ladies,12.9149731,77.635843,PG,"HSR Layout, Bengaluru",8.304341367518896,1.70112303618194,8,9,531
1070,1283,Sri Venkateshwara Ladies Pg,12.9198466,77.6489181,PG,"HSR Layout, Bengaluru",8.439181716686987,0.38089726408759894,3,3,182
1071,1284,Greeshma ladies PG,12.909811,77.6300447,PG,"HSR Layout, Bengaluru",8.033282079879779,2.4567985117878797,10,12,705
1072,1285,Om ladies PG HSR Layout,12.9152738,77.6281698,PG,"HSR Layout, Bengaluru",8.667746334757966,2.522546208335287,10,11,673
1073,1286,Prakash PG for Gents,12.9105772,77.6326569,PG,"HSR Layout, Bengaluru",7.9875343638568195,2.1616791204714976,9,10,623
1074,1287,Sri Rama Pg,12.9134239,77.6256506,PG,"HSR Layout, Bengaluru",8.60962657877387,2.819149167082803,11,12,734
1075,1288,Venkateshwara Ladies PG,12.9195632,77.6467366,PG,"HSR Layout, Bengaluru",8.455343287398906,0.5558686502801065,3,3,207
1076,1289,Sai PG,12.9226932,77.6471475,PG,"HSR Layout, Bengaluru",8.786727271092,0.7466257972353132,4,5,309
1077,1290,"Laxmii Venkateswara PG for Boys, Gents",12.9209129,77.649142,PG,"HSR Layout, Bengaluru",8.551329208219519,0.460753599263908,3,4,213
1078,1291,Thirumala PG for Gents,12.9152917,77.6415418,PG,"HSR Layout, Bengaluru",8.137139001204716,1.0873045788923354,5,5,322
1079,1292,GREEN HILLS LUXURY LADIES PG,12.9064896,77.631478,PG,"HSR Layout, Bengaluru",7.633582627646487,2.469810882288786,10,12,710
1080,1293,Someshwara PG,12.9137705,77.6292697,PG,"HSR Layout, Bengaluru",8.465260288444975,2.425791797458764,9,11,645
1081,1294,Sashidhara BOYS PG,12.9167033,77.6372136,PG,"HSR Layout, Bengaluru",8.43317087062397,1.5333667274615266,7,8,506
1082,1295,Sri Balaji Pg For Gents,12.9073416,77.6353339,PG,"HSR Layout, Bengaluru",7.540482712656976,2.0626705240507164,9,11,639
1083,1296,Surabhee Ladies PG,12.9223599,77.6460465,PG,"HSR Layout, Bengaluru",8.775118162301824,0.798592160839286,5,5,324
1084,1297,Tirumala Pg For Boys,12.9120084,77.6293113,PG,"HSR Layout, Bengaluru",8.287379975393495,2.4613300430343013,9,11,644
1085,1298,Sri Nivasam PG for Gents,12.9109342,77.6442924,PG,"HSR Layout, Bengaluru",7.588309619897188,1.0470151280205922,5,6,375
1086,1299,Someshwara PG For Ladies,12.9148337,77.6265931,PG,"HSR Layout, Bengaluru",8.700706612951375,2.6974242970507287,10,11,681
1087,1300,Sri Venketeshwara PG for Gents,12.9049799,77.6319563,PG,"HSR Layout, Bengaluru",7.460477556735148,2.5127219392867124,12,13,773
1088,1301,RV Girls PG,12.9221388,77.6465204,PG,"HSR Layout, Bengaluru",8.740248349914758,0.744792363843286,5,5,329
1089,1302,Rejuve Lifestyle Ladies Pg,12.9194046,77.6507805,PG,"HSR Layout, Bengaluru",8.355657274191904,0.2344714012069273,1,2,98
1090,1303,PSR Boys PG,12.9149452,77.643919,PG,"HSR Layout, Bengaluru",8.028928922857483,0.8487690690036143,4,4,268
1091,1304,Sri Ram sai Ladies Pg Hsr,12.9182316,77.64266,PG,"HSR Layout, Bengaluru",8.417426098779835,0.9461627151902671,5,5,301
1092,1305,MAHALAKSHMI LADIES PG (Luxurious),12.9200699,77.6488963,PG,"HSR Layout, Bengaluru",8.464020053351705,0.40078520818271013,3,3,192
1093,1306,Sri lakshmi narasimha ladies pg,12.9211065,77.6473295,PG,"HSR Layout, Bengaluru",8.60992292854827,0.6017610896535982,4,4,243
1094,1307,SS Comforts Boys PG,12.9073922,77.629783,PG,"HSR Layout, Bengaluru",7.807095587486158,2.5869069931917825,11,12,746
1095,1308,Happy Home Ladies Pg,12.9134302,77.6335681,PG,"HSR Layout, Bengaluru",8.237848074079993,1.9758486281494065,8,10,578
1096,1309,HAANVIKA LUXURY PG FOR LADIES,12.9171231,77.6302595,PG,"HSR Layout, Bengaluru",8.757758289245869,2.2854347753918085,10,11,642
1097,1310,Lucky pg for ladies,12.9073963,77.6344296,PG,"HSR Layout, Bengaluru",7.586004209739561,2.1426274706539483,9,11,684
1098,1311,Sri Varalakshmi Nivasa Ladies PG HSR,12.9220148,77.6473496,PG,"HSR Layout, Bengaluru",8.708440485682306,0.6740721749316521,4,5,275
1099,1312,Daffodils Ladies PG,12.9201149,77.6468019,PG,"HSR Layout, Bengaluru",8.513802765251848,0.5793689000677199,3,4,231
1100,1313,Hamlet Stays Taurus PG in HSR layout Bangalore,12.9139252,77.6330105,PG,"HSR Layout, Bengaluru",8.312232401020564,2.023688002642038,8,10,578
1101,1314,Official Paying Guest For Men,12.9101509,77.6330214,PG,"HSR Layout, Bengaluru",7.928004601271455,2.1420166410754264,9,11,639
1102,1315,Sri Venkiteswara P G For Gents,12.9236447,77.6475884,PG,"HSR Layout, Bengaluru",8.881118194472881,0.807913956443127,4,5,288
1103,1316,Tarigondas Ladies PG,12.9136673,77.6310506,PG,"HSR Layout, Bengaluru",8.372438924412393,2.2377279536296015,9,11,636
1104,1317,A-1 Deluxe PG for Girls,12.921474,77.6471496,PG,"HSR Layout, Bengaluru",8.653884194381314,0.6442845218423208,4,4,258
1105,1318,Sri Vinayaka Ladies PG,12.9204843,77.6487545,PG,"HSR Layout, Bengaluru",8.51214875349392,0.4458957927032907,3,4,213
1106,1319,Narasimha PG for Gents,12.9165946,77.6278575,PG,"HSR Layout, Bengaluru",8.814600094636889,2.5470614566371816,10,12,694
1107,1320,Sri Sai Happy stay PG for Girls,12.9198196,77.6471628,PG,"HSR Layout, Bengaluru",8.473528048611374,0.5288727565105141,3,3,206
1108,1321,GoodlifeStays ( sharing rooms in HSR Layout ),12.9227589,77.6465512,PG,"HSR Layout, Bengaluru",8.807006616925104,0.7931777598391515,4,5,295
1109,1322,Dream House PG for ladies,12.9123049,77.6438432,PG,"HSR Layout, Bengaluru",7.7482226301896455,0.9890168605449359,4,5,308
1110,1323,Thirumala pg for ladies,12.9162121,77.6434389,PG,"HSR Layout, Bengaluru",8.178526151966905,0.8664765548467562,4,5,290
1111,1324,Lakshmi Venkateshwara pg for ladies,12.9197317,77.6493116,PG,"HSR Layout, Bengaluru",8.418823362489062,0.34291392837102325,2,3,158
1112,1325,Furnome Newton,12.9219149,77.645521,PG,"HSR Layout, Bengaluru",8.739189691078595,0.8086610185259705,5,5,315
1113,1326,Sri Venkateshwara PG for Gents,12.917823,77.6286005,PG,"HSR Layout, Bengaluru",8.903353610136003,2.465588981907908,11,12,712
1114,1327,Sri Venkateswara PG For Ladies,12.9158191,77.6434247,PG,"HSR Layout, Bengaluru",8.136789113785794,0.8755429641987905,5,5,306
1115,1328,Sri Balaji PG for BOYS,12.9221346,77.638963,PG,"HSR Layout, Bengaluru",8.946525689812844,1.4427988549773354,8,9,569
1116,1329,Laxmi Kushal PG,12.911263,77.6291363,PG,"HSR Layout, Bengaluru",8.221772248755967,2.500958111643434,10,11,653
1117,1330,Red Square PG,12.9122745,77.6328708,PG,"HSR Layout, Bengaluru",8.150090209716017,2.0808671406222214,8,10,573
1118,1331,Sri Balaji Luxury Pg for Ladies,12.9138263,77.62691,PG,"HSR Layout, Bengaluru",8.585416579865129,2.6774493134608237,10,11,671
1119,1332,Annnapurneshwari Gents pg,12.922491,77.6511113,PG,"HSR Layout, Bengaluru",8.688911263189876,0.570104120163121,2,2,148
1120,1333,Sri Durga Pg For Ladies,12.9078223,77.6396061,PG,"HSR Layout, Bengaluru",7.416422007683551,1.6569930223200444,8,9,543
1121,1334,SVS GENTS PG,12.9192907,77.6295444,PG,"HSR Layout, Bengaluru",9.009433660969878,2.3724072066643322,12,13,773
1122,1335,Nandini Boys P.G,12.91338,77.6255642,PG,"HSR Layout, Bengaluru",8.609778991921393,2.8291611337399365,11,12,733
1123,1336,New om sri sai ram ladies PG 24hr open,12.9213049,77.6465916,PG,"HSR Layout, Bengaluru",8.647959834917435,0.6759770148403994,4,5,289
1124,1337,Ganesh PG,12.9191638,77.6295132,PG,"HSR Layout, Bengaluru",8.99792083169175,2.374547995549082,11,12,729
1125,1338,Luxury Gents PG,12.9108798,77.6288429,PG,"HSR Layout, Bengaluru",8.198215351025471,2.54333885631308,10,11,671
1126,1339,Shree Gents PG,12.9071835,77.6359305,PG,"HSR Layout, Bengaluru",7.498543397457439,2.0183869973054143,9,11,654
1127,1340,Nandhas elite pg for ladies,12.9106589,77.6442325,PG,"HSR Layout, Bengaluru",7.560631504226035,1.072824462110592,5,6,364
1128,1341,Sri Sai Srinivasa Luxury Pg for Ladies,12.9207257,77.6488928,PG,"HSR Layout, Bengaluru",8.53576493032034,0.458201226852039,3,4,222
1129,1342,Teja PG For Ladies,12.9181821,77.6343586,PG,"HSR Layout, Bengaluru",8.695160447041737,1.8432208148315843,10,11,633
1130,1343,PSR PG For Gents,12.9083511,77.6495874,PG,"HSR Layout, Bengaluru",7.1715134558727955,1.0206800518360852,5,5,325
1131,1344,Zolo Lance PG,12.9154745,77.6321469,PG,"HSR Layout, Bengaluru",8.507496734499322,2.091356177259222,9,11,653
1132,1345,Sri muneshwara gents PG,12.9205086,77.6488692,PG,"HSR Layout, Bengaluru",8.512505635330823,0.4403141120250939,3,4,212
1133,1346,Padma Luxury PG for ladies,12.9176815,77.6335364,PG,"HSR Layout, Bengaluru",8.67605722302055,1.9304275534011746,9,10,610
1134,1347,Royal Luxury PG For Gents,12.9184283,77.6324341,PG,"HSR Layout, Bengaluru",8.797968831423903,2.052962017079148,10,11,665
1135,1348,Best Boys%2FGirls PG in Bangalore %7C OYO LIFE BLR2304 HSR Layout,12.9175896,77.6341394,PG,"HSR Layout, Bengaluru",8.642429490477362,1.864922682401379,9,10,603
1136,1349,Bharath PG for Gents,12.911391,77.6290278,PG,"HSR Layout, Bengaluru",8.239779573225846,2.508468293157673,10,11,657
1137,1350,Slv Pg For Gents,12.9149162,77.6247226,PG,"HSR Layout, Bengaluru",8.803422779911669,2.8982412779345963,11,13,756
1138,1351,Channakeshava PG for Gents,12.9211039,77.6490622,PG,"HSR Layout, Bengaluru",8.573778024414846,0.4834130326623137,4,4,233
1139,1352,KS Ladies PG,12.9171612,77.6322601,PG,"HSR Layout, Bengaluru",8.675154799558346,2.0685727293792673,10,11,637
1140,1353,Sri Lakshmi Chenna Kesava PG for Gents,12.9113027,77.6289394,PG,"HSR Layout, Bengaluru",8.23535230814552,2.520318551923715,10,11,660
1141,1354,Barbie Ladies PG,12.9211404,77.6527465,PG,"HSR Layout, Bengaluru",8.514830188774258,0.4460222439044544,2,2,138
